Order ID,Date,Product,Town,Country Code,  UnitCost  ,  UnitPrice  ,SalesQuantity, TotalCost , TotalPrice ,TotalProfit
439718,25/01/2018,Orange Juice,Stockholm,SWE,1.08,5.42,101,109.48,547.42,437.94
439719,26/01/2018,Ham & Cheese Toastie,Munich,DEU,0.45,2.26,376,169.95,849.76,679.81
439720,27/01/2018,Toast,Kirkland,USA,0.31,1.53,340,104.04,520.2,416.16
439721,28/01/2018,BLT Sandwich,Odense,DNK,0.48,2.39,69,32.98,164.91,131.93
439722,29/01/2018,Apple Juice,Odense,DNK,0.36,1.81,244,88.33,441.64,353.31
439723,30/01/2018,Chocolate Twist,Canberra,AUS,0.86,4.29,370,317.46,1587.3,1269.84
439724,31/01/2018,Cheese & Pickle Sandwich,Southampton,GBR,0.9,4.51,272,245.34,1226.72,981.38
439725,01/02/2018,Chicken Salad Sandwich,Potsdam,DEU,0.38,1.89,166,62.75,313.74,250.99
439726,02/02/2018,Cheese & Pickle Sandwich,Lausanne,CHE,0.96,4.78,375,358.5,1792.5,1434
439727,03/02/2018,Granola Bar,Seattle,USA,0.86,4.28,66,56.5,282.48,225.98
439728,04/02/2018,Apple Juice,Copenhagan,DNK,1.02,5.12,273,279.55,1397.76,1118.21
439729,05/02/2018,Apple Juice,Seattle,USA,0.99,4.94,178,175.86,879.32,703.46
439730,06/02/2018,Blueberry Muffin,Melbourne,AUS,0.87,4.33,277,239.88,1199.41,959.53
439731,07/02/2018,Granola Bar,Hamilton,NZL,0.44,2.18,139,60.6,303.02,242.42
439732,08/02/2018,Tea,Melbourne,AUS,0.95,4.75,255,242.25,1211.25,969
439733,09/02/2018,Sparkling Water,Manchester,GBR,0.88,4.4,87,76.56,382.8,306.24
439734,10/02/2018,Tea,Berlin,DEU,0.84,4.19,92,77.1,385.48,308.38
439735,11/02/2018,Blueberry Muffin,Edinburgh,GBR,0.93,4.63,119,110.19,550.97,440.78
439736,12/02/2018,Peach Juice,San Francisco,USA,0.36,1.78,86,30.62,153.08,122.46
439737,13/02/2018,Tuna Melt Panini,Munich,DEU,1.05,5.26,169,177.79,888.94,711.15
439738,14/02/2018,Tea,Toulouse,FRA,1.01,5.05,230,232.3,1161.5,929.2
439739,15/02/2018,Cheese & Pickle Sandwich,Stuttgart,DEU,0.63,3.17,113,71.64,358.21,286.57
439740,16/02/2018,Porridge,Portland,USA,0.9,4.52,70,63.28,316.4,253.12
439741,17/02/2018,Chocolate Chip Muffin,Manchester,GBR,0.84,4.21,94,79.15,395.74,316.59
439742,18/02/2018,Apple Juice,Copenhagan,DNK,0.33,1.63,256,83.46,417.28,333.82
439743,19/02/2018,Sparkling Water,Lausanne,CHE,0.72,3.58,68,48.69,243.44,194.75
439744,20/02/2018,Blueberry Muffin,Paris,FRA,0.74,3.71,295,218.89,1094.45,875.56
439745,21/02/2018,Green Tea,Katowice,POL,0.52,2.62,382,200.17,1000.84,800.67
439746,22/02/2018,Sparkling Water,Auckland,NZL,0.85,4.23,346,292.72,1463.58,1170.86
439747,23/02/2018,Sparkling Water,Galway,IRL,0.45,2.23,199,88.75,443.77,355.02
439748,24/02/2018,BLT Sandwich,Berlin,DEU,0.56,2.81,171,96.1,480.51,384.41
439749,25/02/2018,Still Water,Edinburgh,GBR,0.57,2.84,107,60.78,303.88,243.1
439750,26/02/2018,Green Tea,Seattle,USA,0.96,4.79,246,235.67,1178.34,942.67
439751,27/02/2018,Chicken Salad Sandwich,Odense,DNK,0.59,2.96,312,184.7,923.52,738.82
439752,28/02/2018,Coffee,Hamburg,DEU,0.34,1.69,200,67.6,338,270.4
439753,28/02/2018,Tuna Melt Panini,Portland,USA,0.59,2.95,178,105.02,525.1,420.08
439754,01/03/2018,Almond Croissant,Sønderborg,DNK,0.35,1.77,249,88.15,440.73,352.58
439755,02/03/2018,Porridge,Strasbourg,FRA,0.86,4.31,220,189.64,948.2,758.56
439756,03/03/2018,Chicken Salad Sandwich,Lille,FRA,0.76,3.78,312,235.87,1179.36,943.49
439757,04/03/2018,Chocolate Chip Muffin,Glasgow,GBR,0.93,4.63,188,174.09,870.44,696.35
439758,05/03/2018,Fruit Box,Edinburgh,GBR,0.97,4.86,270,262.44,1312.2,1049.76
439759,06/03/2018,Still Water,Kraków,POL,0.94,4.68,85,79.56,397.8,318.24
439760,07/03/2018,Blueberry Muffin,Toronto,CAN,0.54,2.7,281,151.74,758.7,606.96
439761,08/03/2018,Still Water,Kirkland,USA,0.66,3.31,136,90.03,450.16,360.13
439762,09/03/2018,Peach Juice,Cardiff,GBR,0.94,4.72,92,86.85,434.24,347.39
439763,10/03/2018,Fruit Box,Lausanne,CHE,0.59,2.94,251,147.59,737.94,590.35
439764,11/03/2018,Sparkling Water,Copenhagan,DNK,1.06,5.3,271,287.26,1436.3,1149.04
439765,12/03/2018,Chicken Fajita Wrap,Sønderborg,DNK,0.62,3.09,369,228.04,1140.21,912.17
439766,13/03/2018,Tea,Katowice,POL,1.1,5.49,246,270.11,1350.54,1080.43
439767,14/03/2018,Butter Croissant,Boston,USA,0.3,1.52,179,54.42,272.08,217.66
439768,15/03/2018,Still Water,Boston,USA,0.35,1.77,349,123.55,617.73,494.18
439769,16/03/2018,Lemon & Ginger Tea,San Francisco,USA,0.65,3.24,389,252.07,1260.36,1008.29
439770,17/03/2018,Coffee,Lausanne,CHE,0.78,3.92,346,271.26,1356.32,1085.06
439771,18/03/2018,Chocolate Twist,Melbourne,AUS,0.58,2.9,149,86.42,432.1,345.68
439772,19/03/2018,Green Tea,Kirkland,USA,0.97,4.86,310,301.32,1506.6,1205.28
439773,20/03/2018,Tea,Brussels,BEL,1.07,5.34,260,277.68,1388.4,1110.72
439774,21/03/2018,Almond Croissant,Boston,USA,0.85,4.23,337,285.1,1425.51,1140.41
439775,22/03/2018,Cheese & Pickle Sandwich,Gdańsk,POL,0.39,1.95,368,143.52,717.6,574.08
439776,23/03/2018,Coffee,Tromsø,NOR,0.65,3.26,310,202.12,1010.6,808.48
439777,24/03/2018,Blueberry Muffin,Cardiff,GBR,1.09,5.47,379,414.63,2073.13,1658.5
439778,25/03/2018,Tuna Melt Panini,Stuttgart,DEU,0.45,2.25,346,155.7,778.5,622.8
439779,26/03/2018,Orange Juice,Sydney,AUS,0.41,2.03,260,105.56,527.8,422.24
439780,27/03/2018,Toast,Potsdam,DEU,0.82,4.12,297,244.73,1223.64,978.91
439781,28/03/2018,Chocolate Chip Muffin,Boston,USA,0.37,1.87,355,132.77,663.85,531.08
439782,29/03/2018,Cheese & Pickle Sandwich,Graz,AUT,0.68,3.4,328,223.04,1115.2,892.16
439783,30/03/2018,Granola Bar,Manchester,GBR,0.35,1.74,65,22.62,113.1,90.48
439784,31/03/2018,Chocolate Chip Muffin,Stuttgart,DEU,0.95,4.74,101,95.75,478.74,382.99
439785,01/04/2018,Toast,San Francisco,USA,1.05,5.26,185,194.62,973.1,778.48
439786,02/04/2018,Chicken Salad Sandwich,Munich,DEU,0.62,3.08,122,75.15,375.76,300.61
439787,03/04/2018,Chicken Salad Sandwich,Sønderborg,DNK,0.73,3.64,250,182,910,728
439788,04/04/2018,Porridge,San Diego,USA,1,4.99,387,386.23,1931.13,1544.9
439789,05/04/2018,Sparkling Water,Copenhagan,DNK,0.93,4.65,63,58.59,292.95,234.36
439790,06/04/2018,Green Tea,Southampton,GBR,1.1,5.49,349,383.2,1916.01,1532.81
439791,07/04/2018,Peach Juice,Dresden,DEU,0.82,4.1,98,80.36,401.8,321.44
439792,08/04/2018,Blueberry Muffin,Kraków,POL,1.07,5.37,293,314.68,1573.41,1258.73
439793,09/04/2018,Peach Juice,Strasbourg,FRA,0.53,2.64,209,110.35,551.76,441.41
439794,10/04/2018,Butter Croissant,Lille,FRA,0.94,4.68,215,201.24,1006.2,804.96
439795,11/04/2018,Chicken Salad Sandwich,Seattle,USA,0.42,2.09,125,52.25,261.25,209
439796,12/04/2018,Blueberry Muffin,London,GBR,0.92,4.59,150,137.7,688.5,550.8
439797,13/04/2018,Orange Juice,Gdańsk,POL,0.89,4.44,239,212.23,1061.16,848.93
439798,14/04/2018,BLT Sandwich,Hamilton,NZL,0.34,1.72,100,34.4,172,137.6
439799,15/04/2018,Tuna Melt Panini,Lausanne,CHE,0.45,2.25,353,158.85,794.25,635.4
439800,16/04/2018,BLT Sandwich,Salzburg,AUT,0.8,4.02,178,143.11,715.56,572.45
439801,17/04/2018,Toast,Dublin,IRL,0.63,3.15,194,122.22,611.1,488.88
439802,18/04/2018,Tea,San Diego,USA,0.79,3.94,126,99.29,496.44,397.15
439803,19/04/2018,Orange Juice,Melbourne,AUS,0.84,4.22,284,239.7,1198.48,958.78
439804,20/04/2018,Orange Juice,Southampton,GBR,0.36,1.78,146,51.98,259.88,207.9
439805,21/04/2018,Still Water,San Francisco,USA,0.31,1.53,78,23.87,119.34,95.47
439806,22/04/2018,Sparkling Water,Glasgow,GBR,0.86,4.3,76,65.36,326.8,261.44
439807,23/04/2018,Apple Juice,Gdańsk,POL,1.08,5.4,140,151.2,756,604.8
439808,24/04/2018,Almond Croissant,Gdańsk,POL,0.82,4.11,114,93.71,468.54,374.83
439809,25/04/2018,Granola Bar,Toronto,CAN,0.85,4.23,236,199.66,998.28,798.62
439810,26/04/2018,Chicken Salad Sandwich,Galway,IRL,0.81,4.07,67,54.54,272.69,218.15
439811,27/04/2018,Peach Juice,Kraków,POL,0.83,4.16,395,328.64,1643.2,1314.56
439812,28/04/2018,Blueberry Muffin,Katowice,POL,0.83,4.16,221,183.87,919.36,735.49
439813,29/04/2018,Fruit Box,Madison,USA,0.73,3.67,95,69.73,348.65,278.92
439814,30/04/2018,Peach Juice,Kraków,POL,0.58,2.88,132,76.03,380.16,304.13
439815,01/05/2018,Almond Croissant,Auckland,NZL,0.74,3.69,144,106.27,531.36,425.09
439816,02/05/2018,Tomato Juice,Graz,AUT,0.44,2.22,380,168.72,843.6,674.88
439817,03/05/2018,Toast,Cardiff,GBR,1.06,5.32,82,87.25,436.24,348.99
439818,04/05/2018,Tomato Juice,Gdańsk,POL,0.58,2.92,105,61.32,306.6,245.28
439819,05/05/2018,Chocolate Chip Muffin,Birmingham,GBR,0.5,2.51,273,137.05,685.23,548.18
439820,06/05/2018,Toast,Strasbourg,FRA,0.56,2.79,353,196.97,984.87,787.9
439821,07/05/2018,Sparkling Water,Katowice,POL,0.55,2.77,380,210.52,1052.6,842.08
439822,08/05/2018,Granola Bar,Boston,USA,0.55,2.77,346,191.68,958.42,766.74
439823,09/05/2018,Butter Croissant,Berlin,DEU,0.44,2.18,396,172.66,863.28,690.62
439824,10/05/2018,Chicken Fajita Wrap,Copenhagan,DNK,0.59,2.94,60,35.28,176.4,141.12
439825,11/05/2018,BLT Sandwich,Vancouver,CAN,0.72,3.58,121,86.64,433.18,346.54
439826,12/05/2018,Ham & Cheese Toastie,Edinburgh,GBR,0.86,4.29,268,229.94,1149.72,919.78
439827,13/05/2018,BLT Sandwich,Austin,USA,0.77,3.84,245,188.16,940.8,752.64
439828,14/05/2018,Sparkling Water,Graz,AUT,0.3,1.52,134,40.74,203.68,162.94
439829,15/05/2018,Blueberry Muffin,Seattle,USA,0.61,3.05,169,103.09,515.45,412.36
439830,16/05/2018,Cheese & Pickle Sandwich,Cardiff,GBR,0.67,3.33,347,231.1,1155.51,924.41
439831,17/05/2018,Tuna Melt Panini,Gdańsk,POL,1.04,5.18,225,233.1,1165.5,932.4
439832,18/05/2018,Tuna Melt Panini,Stockholm,SWE,0.91,4.57,250,228.5,1142.5,914
439833,19/05/2018,Still Water,Sønderborg,DNK,1.1,5.48,190,208.24,1041.2,832.96
439834,20/05/2018,Peach Juice,Stockholm,SWE,0.42,2.09,255,106.59,532.95,426.36
439835,21/05/2018,Chocolate Chip Muffin,Auckland,NZL,0.48,2.38,363,172.79,863.94,691.15
439836,22/05/2018,Cheese & Pickle Sandwich,Hamburg,DEU,0.57,2.87,393,225.58,1127.91,902.33
439837,23/05/2018,Apple Juice,Stuttgart,DEU,0.43,2.16,332,143.42,717.12,573.7
439838,24/05/2018,Toast,Portland,USA,0.72,3.59,137,98.37,491.83,393.46
439839,25/05/2018,Ham & Cheese Toastie,Brussels,BEL,0.62,3.12,261,162.86,814.32,651.46
439840,26/05/2018,Still Water,Dresden,DEU,0.52,2.61,382,199.4,997.02,797.62
439841,27/05/2018,Still Water,Salzburg,AUT,0.42,2.1,261,109.62,548.1,438.48
439842,28/05/2018,Lemon & Ginger Tea,Potsdam,DEU,0.8,4.01,115,92.23,461.15,368.92
439843,29/05/2018,Coffee,Brussels,BEL,0.31,1.53,397,121.48,607.41,485.93
439844,30/05/2018,Almond Croissant,Geneva,CHE,0.36,1.82,313,113.93,569.66,455.73
439845,31/05/2018,Sparkling Water,Hamburg,DEU,0.99,4.97,312,310.13,1550.64,1240.51
439846,01/06/2018,Fruit Box,Stockholm,SWE,0.52,2.59,98,50.76,253.82,203.06
439847,02/06/2018,BLT Sandwich,Melbourne,AUS,0.47,2.35,102,47.94,239.7,191.76
439848,03/06/2018,Porridge,Birmingham,GBR,0.55,2.73,218,119.03,595.14,476.11
439849,04/06/2018,Chicken Salad Sandwich,Edinburgh,GBR,0.7,3.5,136,95.2,476,380.8
439850,05/06/2018,Tomato Juice,Kirkland,USA,0.38,1.92,271,104.06,520.32,416.26
439851,06/06/2018,Chicken Salad Sandwich,Madison,USA,0.84,4.18,161,134.6,672.98,538.38
439852,07/06/2018,Porridge,Madison,USA,0.48,2.42,262,126.81,634.04,507.23
439853,08/06/2018,Chocolate Chip Muffin,Birmingham,GBR,0.34,1.68,240,80.64,403.2,322.56
439854,09/06/2018,Blueberry Muffin,Kraków,POL,0.63,3.16,249,157.37,786.84,629.47
439855,10/06/2018,Blueberry Muffin,Glasgow,GBR,0.51,2.55,382,194.82,974.1,779.28
439856,11/06/2018,Sparkling Water,Austin,USA,0.81,4.06,205,166.46,832.3,665.84
439857,12/06/2018,Tuna Melt Panini,Brussels,BEL,0.48,2.42,386,186.82,934.12,747.3
439858,13/06/2018,Coffee,Seattle,USA,0.59,2.93,360,210.96,1054.8,843.84
439859,14/06/2018,Fruit Box,Geneva,CHE,1,4.99,143,142.71,713.57,570.86
439860,15/06/2018,Butter Croissant,Stockholm,SWE,0.97,4.87,245,238.63,1193.15,954.52
439861,16/06/2018,Tuna Melt Panini,Dresden,DEU,0.79,3.96,58,45.94,229.68,183.74
439862,17/06/2018,Butter Croissant,Munich,DEU,0.55,2.75,211,116.05,580.25,464.2
439863,18/06/2018,Cheese & Pickle Sandwich,Geneva,CHE,1.1,5.5,244,268.4,1342,1073.6
439864,19/06/2018,Peach Juice,Manchester,GBR,0.79,3.96,195,154.44,772.2,617.76
439865,20/06/2018,Blueberry Muffin,Portland,USA,0.69,3.46,183,126.64,633.18,506.54
439866,21/06/2018,Cheese & Pickle Sandwich,Stuttgart,DEU,0.79,3.93,222,174.49,872.46,697.97
439867,22/06/2018,Tomato Juice,Stuttgart,DEU,0.73,3.64,219,159.43,797.16,637.73
439868,23/06/2018,Coffee,Katowice,POL,1,5,131,131,655,524
439869,24/06/2018,Green Tea,Stockholm,SWE,0.81,4.05,72,58.32,291.6,233.28
439870,25/06/2018,Chicken Salad Sandwich,Strasbourg,FRA,0.96,4.82,324,312.34,1561.68,1249.34
439871,26/06/2018,Fruit Box,Manchester,GBR,0.46,2.31,93,42.97,214.83,171.86
439872,27/06/2018,Tuna Melt Panini,Portland,USA,0.45,2.26,346,156.39,781.96,625.57
439873,28/06/2018,Chicken Fajita Wrap,Munich,DEU,0.89,4.43,279,247.19,1235.97,988.78
439874,29/06/2018,Tomato Juice,Austin,USA,0.31,1.57,389,122.15,610.73,488.58
439875,30/06/2018,BLT Sandwich,Kirkland,USA,0.73,3.64,391,284.65,1423.24,1138.59
439876,01/07/2018,Chicken Fajita Wrap,Canberra,AUS,0.8,4,273,218.4,1092,873.6
439877,02/07/2018,Tuna Melt Panini,Geneva,CHE,0.61,3.05,377,229.97,1149.85,919.88
439878,03/07/2018,Chocolate Twist,Hamburg,DEU,0.95,4.73,368,348.13,1740.64,1392.51
439879,04/07/2018,Blueberry Muffin,Melbourne,AUS,0.57,2.83,300,169.8,849,679.2
439880,05/07/2018,Green Tea,Boston,USA,0.56,2.78,230,127.88,639.4,511.52
439881,06/07/2018,Apple Juice,San Diego,USA,0.9,4.49,363,325.97,1629.87,1303.9
439882,07/07/2018,Ham & Cheese Toastie,Strasbourg,FRA,0.83,4.13,161,132.99,664.93,531.94
439883,08/07/2018,Butter Croissant,Berlin,DEU,0.88,4.39,207,181.75,908.73,726.98
439884,09/07/2018,Tomato Juice,London,GBR,0.43,2.17,271,117.61,588.07,470.46
439885,10/07/2018,Cheese & Pickle Sandwich,Hamburg,DEU,1.07,5.37,299,321.13,1605.63,1284.5
439886,11/07/2018,Chicken Salad Sandwich,Galway,IRL,0.73,3.64,170,123.76,618.8,495.04
439887,12/07/2018,Blueberry Muffin,Cardiff,GBR,0.32,1.59,398,126.56,632.82,506.26
439888,13/07/2018,Green Tea,Hamburg,DEU,0.55,2.73,331,180.73,903.63,722.9
439889,14/07/2018,Peach Juice,Dresden,DEU,0.33,1.67,207,69.14,345.69,276.55
439890,15/07/2018,Sparkling Water,Austin,USA,0.81,4.04,123,99.38,496.92,397.54
439891,16/07/2018,Lemon & Ginger Tea,Sønderborg,DNK,0.72,3.59,246,176.63,883.14,706.51
439892,17/07/2018,Ham & Cheese Toastie,Melbourne,AUS,0.77,3.84,127,97.54,487.68,390.14
439893,18/07/2018,Chocolate Chip Muffin,Boston,USA,0.91,4.57,340,310.76,1553.8,1243.04
439894,19/07/2018,Tuna Melt Panini,San Diego,USA,1.03,5.15,73,75.19,375.95,300.76
439895,20/07/2018,Porridge,Dresden,DEU,0.66,3.31,230,152.26,761.3,609.04
439896,21/07/2018,Coffee,Copenhagan,DNK,0.41,2.06,310,127.72,638.6,510.88
439897,22/07/2018,Tomato Juice,Munich,DEU,1.05,5.27,193,203.42,1017.11,813.69
439898,23/07/2018,Fruit Box,Gdańsk,POL,0.82,4.12,232,191.17,955.84,764.67
439899,24/07/2018,Tuna Melt Panini,Tromsø,NOR,0.59,2.96,274,162.21,811.04,648.83
439900,25/07/2018,Fruit Box,Munich,DEU,0.95,4.76,106,100.91,504.56,403.65
439901,26/07/2018,Apple Juice,Kraków,POL,0.7,3.5,240,168,840,672
439902,27/07/2018,Granola Bar,Berlin,DEU,0.3,1.52,101,30.7,153.52,122.82
439903,28/07/2018,Sparkling Water,Cardiff,GBR,0.35,1.77,280,99.12,495.6,396.48
439904,29/07/2018,Green Tea,Manchester,GBR,0.73,3.65,332,242.36,1211.8,969.44
439905,30/07/2018,Ham & Cheese Toastie,Albuquerque,USA,0.73,3.63,235,170.61,853.05,682.44
439906,31/07/2018,Chocolate Twist,Paris,FRA,0.8,3.98,69,54.92,274.62,219.7
439907,01/08/2018,Fruit Box,Albuquerque,USA,0.69,3.44,149,102.51,512.56,410.05
439908,02/08/2018,Sparkling Water,Potsdam,DEU,0.55,2.73,64,34.94,174.72,139.78
439909,03/08/2018,Toast,Albuquerque,USA,0.4,1.98,76,30.1,150.48,120.38
439910,04/08/2018,Peach Juice,Edinburgh,GBR,0.86,4.32,167,144.29,721.44,577.15
439911,05/08/2018,Tea,Canberra,AUS,0.42,2.1,365,153.3,766.5,613.2
439912,06/08/2018,Toast,Kirkland,USA,0.48,2.38,132,62.83,314.16,251.33
439913,07/08/2018,Blueberry Muffin,Strasbourg,FRA,0.99,4.96,380,376.96,1884.8,1507.84
439914,08/08/2018,Chocolate Chip Muffin,Odense,DNK,0.39,1.97,302,118.99,594.94,475.95
439915,09/08/2018,Orange Juice,Odense,DNK,1.08,5.42,357,386.99,1934.94,1547.95
439916,10/08/2018,Peach Juice,Brussels,BEL,1.04,5.2,267,277.68,1388.4,1110.72
439917,11/08/2018,Tea,Paris,FRA,1.02,5.12,169,173.06,865.28,692.22
439918,12/08/2018,Chicken Fajita Wrap,Portland,USA,0.71,3.57,223,159.22,796.11,636.89
439919,13/08/2018,Apple Juice,Glasgow,GBR,0.95,4.77,397,378.74,1893.69,1514.95
439920,14/08/2018,Almond Croissant,Paris,FRA,1.09,5.43,188,204.17,1020.84,816.67
439921,15/08/2018,Chocolate Chip Muffin,Copenhagan,DNK,0.83,4.13,68,56.17,280.84,224.67
439922,16/08/2018,Tuna Melt Panini,Glasgow,GBR,0.5,2.52,88,44.35,221.76,177.41
439923,17/08/2018,Tomato Juice,Geneva,CHE,0.51,2.57,103,52.94,264.71,211.77
439924,18/08/2018,Ham & Cheese Toastie,Albuquerque,USA,1.03,5.15,93,95.79,478.95,383.16
439925,19/08/2018,Chicken Fajita Wrap,London,GBR,0.35,1.74,82,28.54,142.68,114.14
439926,20/08/2018,Toast,Dresden,DEU,1.09,5.45,250,272.5,1362.5,1090
439927,21/08/2018,Orange Juice,Melbourne,AUS,0.76,3.81,80,60.96,304.8,243.84
439928,22/08/2018,Apple Juice,San Francisco,USA,1.07,5.36,105,112.56,562.8,450.24
439929,23/08/2018,Lemon & Ginger Tea,Stockholm,SWE,0.99,4.95,276,273.24,1366.2,1092.96
439930,24/08/2018,Granola Bar,San Diego,USA,0.74,3.7,65,48.1,240.5,192.4
439931,25/08/2018,Apple Juice,Lille,FRA,0.57,2.83,80,45.28,226.4,181.12
439932,26/08/2018,Chicken Fajita Wrap,Sønderborg,DNK,1.03,5.14,112,115.14,575.68,460.54
439933,27/08/2018,Apple Juice,Galway,IRL,0.81,4.06,226,183.51,917.56,734.05
439934,28/08/2018,Lemon & Ginger Tea,Kraków,POL,0.33,1.65,359,118.47,592.35,473.88
439935,29/08/2018,Chicken Salad Sandwich,Canberra,AUS,0.41,2.07,300,124.2,621,496.8
439936,30/08/2018,Butter Croissant,Sønderborg,DNK,1.04,5.22,322,336.17,1680.84,1344.67
439937,31/08/2018,Chicken Fajita Wrap,Lille,FRA,0.59,2.94,219,128.77,643.86,515.09
439938,01/09/2018,Cheese & Pickle Sandwich,Geneva,CHE,0.53,2.65,315,166.95,834.75,667.8
439939,02/09/2018,Chicken Fajita Wrap,Edinburgh,GBR,0.75,3.75,364,273,1365,1092
439940,03/09/2018,Orange Juice,Sydney,AUS,1.1,5.49,184,202.03,1010.16,808.13
439941,04/09/2018,Sparkling Water,London,GBR,0.62,3.11,263,163.59,817.93,654.34
439942,05/09/2018,Tuna Melt Panini,Sønderborg,DNK,0.63,3.15,53,33.39,166.95,133.56
439943,06/09/2018,Almond Croissant,Cardiff,GBR,0.66,3.28,217,142.35,711.76,569.41
439944,07/09/2018,BLT Sandwich,San Francisco,USA,0.5,2.51,325,163.15,815.75,652.6
439945,08/09/2018,Still Water,Geneva,CHE,0.67,3.34,380,253.84,1269.2,1015.36
439946,09/09/2018,Cheese & Pickle Sandwich,Seattle,USA,0.6,3,318,190.8,954,763.2
439947,10/09/2018,Toast,Lille,FRA,0.62,3.09,121,74.78,373.89,299.11
439948,11/09/2018,Peach Juice,Portland,USA,0.5,2.51,271,136.04,680.21,544.17
439949,12/09/2018,Ham & Cheese Toastie,Stockholm,SWE,0.63,3.15,357,224.91,1124.55,899.64
439950,13/09/2018,Lemon & Ginger Tea,Geneva,CHE,0.63,3.13,291,182.17,910.83,728.66
439951,14/09/2018,Fruit Box,Portland,USA,0.98,4.9,373,365.54,1827.7,1462.16
439952,15/09/2018,Still Water,Katowice,POL,0.55,2.74,221,121.11,605.54,484.43
439953,16/09/2018,Chicken Salad Sandwich,Galway,IRL,0.35,1.77,92,32.57,162.84,130.27
439954,17/09/2018,Granola Bar,Gdańsk,POL,1.08,5.4,230,248.4,1242,993.6
439955,18/09/2018,Tuna Melt Panini,Portland,USA,0.51,2.56,257,131.58,657.92,526.34
439956,19/09/2018,Cheese & Pickle Sandwich,Kraków,POL,1.03,5.13,338,346.79,1733.94,1387.15
439957,20/09/2018,Blueberry Muffin,Graz,AUT,0.69,3.47,267,185.3,926.49,741.19
439958,21/09/2018,Chicken Salad Sandwich,Salzburg,AUT,0.91,4.53,284,257.3,1286.52,1029.22
439959,22/09/2018,Tomato Juice,Odense,DNK,0.56,2.8,300,168,840,672
439960,23/09/2018,Almond Croissant,San Diego,USA,0.98,4.89,94,91.93,459.66,367.73
439961,24/09/2018,Granola Bar,London,GBR,0.9,4.49,128,114.94,574.72,459.78
439962,25/09/2018,Chicken Salad Sandwich,Manchester,GBR,0.54,2.68,244,130.78,653.92,523.14
439963,26/09/2018,Chocolate Twist,Seattle,USA,0.32,1.62,253,81.97,409.86,327.89
439964,27/09/2018,Sparkling Water,Strasbourg,FRA,1.03,5.16,90,92.88,464.4,371.52
439965,28/09/2018,Peach Juice,Stuttgart,DEU,1.01,5.07,65,65.91,329.55,263.64
439966,29/09/2018,Ham & Cheese Toastie,Stuttgart,DEU,0.55,2.77,185,102.49,512.45,409.96
439967,30/09/2018,Toast,Southampton,GBR,0.38,1.92,217,83.33,416.64,333.31
439968,01/10/2018,Orange Juice,Southampton,GBR,0.58,2.88,131,75.46,377.28,301.82
439969,02/10/2018,Peach Juice,Brussels,BEL,1.08,5.41,368,398.18,1990.88,1592.7
439970,03/10/2018,Chicken Fajita Wrap,Gdańsk,POL,0.51,2.56,108,55.3,276.48,221.18
