Order ID,Date,Product,Town,Country Code,UnitCost,UnitPrice,SalesQuantity,TotalCost,TotalPrice,TotalProfit
94,03/04/2016,Porridge,Seattle,USA,0.89,4.45,361,321.29,1606.45,1285.16
95,04/04/2016,Cheese & Pickle Sandwich,Sydney,AUS,0.42,2.11,148,62.46,312.28,249.82
96,05/04/2016,Yoghurt,Brussels,BEL,0.58,2.92,197,115.05,575.24,460.19
97,06/04/2016,Lemon & Ginger Tea,Birmingham,GBR,1.01,5.04,300,302.4,1512,1209.6
98,07/04/2016,Chocolate Chip Muffin,Odense,DNK,0.44,2.2,225,99,495,396
99,08/04/2016,Lemon & Ginger Tea,Kraków,POL,0.91,4.57,262,239.47,1197.34,957.87
100,09/04/2016,Ham & Cheese Toastie,Copenhagan,DNK,0.48,2.4,189,90.72,453.6,362.88
101,10/04/2016,Lemon & Ginger Tea,Hamilton,NZL,0.41,2.06,116,47.79,238.96,191.17
102,11/04/2016,Chicken Salad Sandwich,Salzburg,AUT,0.84,4.22,310,261.64,1308.2,1046.56
103,12/04/2016,Still Water,Canberra,AUS,0.8,4,453,362.4,1812,1449.6
104,13/04/2016,Chocolate Twist,Austin,USA,0.32,1.59,113,35.93,179.67,143.74
105,14/04/2016,Orange Juice,Munich,DEU,0.43,2.17,169,73.35,366.73,293.38
106,15/04/2016,Lemon & Ginger Tea,Hamilton,NZL,0.47,2.35,424,199.28,996.4,797.12
107,16/04/2016,Fruit Box,San Diego,USA,0.53,2.63,489,257.21,1286.07,1028.86
108,17/04/2016,Fruit Box,Glasgow,GBR,0.64,3.19,381,243.08,1215.39,972.31
109,18/04/2016,Still Water,Seattle,USA,0.38,1.92,495,190.08,950.4,760.32
110,19/04/2016,Blueberry Muffin,Edinburgh,GBR,0.44,2.2,451,198.44,992.2,793.76
111,20/04/2016,Apple Juice,Odense,DNK,0.83,4.14,142,117.58,587.88,470.3
112,21/04/2016,Almond Croissant,Sydney,AUS,0.45,2.25,111,49.95,249.75,199.8
113,22/04/2016,Chicken Fajita Wrap,Portland,USA,0.94,4.68,444,415.58,2077.92,1662.34
114,23/04/2016,Sparkling Water,Austin,USA,0.56,2.78,111,61.72,308.58,246.86
115,24/04/2016,Chicken Salad Sandwich,London,GBR,0.53,2.63,352,185.15,925.76,740.61
116,25/04/2016,Cheese & Pickle Sandwich,Auckland,NZL,0.63,3.17,176,111.58,557.92,446.34
117,26/04/2016,BLT Sandwich,Potsdam,DEU,0.45,2.24,443,198.46,992.32,793.86
118,27/04/2016,Butter Croissant,Salzburg,AUT,0.37,1.87,285,106.59,532.95,426.36
119,28/04/2016,Chocolate Twist,Auckland,NZL,0.78,3.92,449,352.02,1760.08,1408.06
120,29/04/2016,Almond Croissant,Katowice,POL,1,4.99,337,336.33,1681.63,1345.3
121,30/04/2016,Toast,Copenhagan,DNK,0.91,4.56,464,423.17,2115.84,1692.67
122,01/05/2016,Chocolate Chip Muffin,Albuquerque,USA,0.46,2.29,410,187.78,938.9,751.12
123,02/05/2016,Blueberry Muffin,Kraków,POL,0.39,1.96,182,71.34,356.72,285.38
124,03/05/2016,BLT Sandwich,Sydney,AUS,0.8,3.98,189,150.44,752.22,601.78
125,04/05/2016,Fruit Box,Tromsø,NOR,0.95,4.75,101,95.95,479.75,383.8
126,05/05/2016,Tea,Glasgow,GBR,0.69,3.44,394,271.07,1355.36,1084.29
127,06/05/2016,Lemon & Ginger Tea,Kirkland,USA,0.69,3.47,395,274.13,1370.65,1096.52
128,07/05/2016,Butter Croissant,Sydney,AUS,0.64,3.2,468,299.52,1497.6,1198.08
129,08/05/2016,Peach Juice,Kraków,POL,0.95,4.76,258,245.62,1228.08,982.46
130,09/05/2016,Cheese & Pickle Sandwich,Graz,AUT,1.02,5.09,437,444.87,2224.33,1779.46
131,10/05/2016,Coffee,Boston,USA,0.95,4.76,138,131.38,656.88,525.5
132,11/05/2016,Chocolate Twist,Galway,IRL,0.31,1.57,336,105.5,527.52,422.02
133,12/05/2016,Toast,Geneva,CHE,0.68,3.42,157,107.39,536.94,429.55
134,13/05/2016,Still Water,Seattle,USA,0.8,3.98,144,114.62,573.12,458.5
135,14/05/2016,Chicken Fajita Wrap,Dresden,DEU,0.77,3.83,411,314.83,1574.13,1259.3
136,15/05/2016,Cheese & Pickle Sandwich,Sydney,AUS,0.82,4.09,341,278.94,1394.69,1115.75
137,16/05/2016,Fruit Box,Potsdam,DEU,0.88,4.42,261,230.72,1153.62,922.9
138,17/05/2016,Lemon & Ginger Tea,Southampton,GBR,0.51,2.53,181,91.59,457.93,366.34
139,18/05/2016,Orange Juice,Paris,FRA,0.41,2.04,280,114.24,571.2,456.96
140,19/05/2016,Porridge,Odense,DNK,0.89,4.43,343,303.9,1519.49,1215.59
141,20/05/2016,Toast,Seattle,USA,0.32,1.59,413,131.33,656.67,525.34
142,21/05/2016,Still Water,Salzburg,AUT,0.42,2.12,300,127.2,636,508.8
143,22/05/2016,Tomato Juice,Hamburg,DEU,0.87,4.36,469,408.97,2044.84,1635.87
144,23/05/2016,Chocolate Chip Muffin,Auckland,NZL,1,5,196,196,980,784
145,24/05/2016,Chicken Fajita Wrap,Galway,IRL,0.62,3.08,359,221.14,1105.72,884.58
146,25/05/2016,Tomato Juice,Lausanne,CHE,0.98,4.89,350,342.3,1711.5,1369.2
147,26/05/2016,Porridge,Geneva,CHE,0.49,2.45,400,196,980,784
148,27/05/2016,Peach Juice,Melbourne,AUS,0.44,2.21,361,159.56,797.81,638.25
149,28/05/2016,Granola Bar,Madison,USA,0.84,4.21,489,411.74,2058.69,1646.95
150,29/05/2016,Orange Juice,Sydney,AUS,0.87,4.36,295,257.24,1286.2,1028.96
151,30/05/2016,Peach Juice,Hamilton,NZL,0.76,3.81,443,337.57,1687.83,1350.26
152,31/05/2016,Blueberry Muffin,Stuttgart,DEU,0.95,4.75,146,138.7,693.5,554.8
153,01/06/2016,Green Tea,Brussels,BEL,1,5.02,116,116.46,582.32,465.86
154,02/06/2016,Toast,Vancouver,CAN,0.74,3.7,387,286.38,1431.9,1145.52
155,03/06/2016,Apple Juice,Toulouse,FRA,0.49,2.43,171,83.11,415.53,332.42
156,04/06/2016,Yoghurt,Lausanne,CHE,0.38,1.89,168,63.5,317.52,254.02
157,05/06/2016,Granola Bar,Albuquerque,USA,0.53,2.64,218,115.1,575.52,460.42
158,06/06/2016,Blueberry Muffin,Sønderborg,DNK,0.71,3.53,373,263.34,1316.69,1053.35
159,07/06/2016,Tomato Juice,Munich,DEU,1.07,5.37,476,511.22,2556.12,2044.9
160,08/06/2016,Granola Bar,Copenhagan,DNK,0.55,2.77,500,277,1385,1108
161,09/06/2016,Butter Croissant,Birmingham,GBR,1.1,5.48,190,208.24,1041.2,832.96
162,10/06/2016,Chocolate Chip Muffin,Stuttgart,DEU,0.74,3.69,317,233.95,1169.73,935.78
163,11/06/2016,Coffee,Melbourne,AUS,0.49,2.45,385,188.65,943.25,754.6
164,12/06/2016,Blueberry Muffin,Hamburg,DEU,0.4,1.98,443,175.43,877.14,701.71
165,13/06/2016,Peach Juice,Toulouse,FRA,0.57,2.87,361,207.21,1036.07,828.86
166,14/06/2016,Apple Juice,Canberra,AUS,0.74,3.69,377,278.23,1391.13,1112.9
167,15/06/2016,Butter Croissant,Tromsø,NOR,0.5,2.5,426,213,1065,852
168,16/06/2016,Chicken Fajita Wrap,Austin,USA,0.59,2.97,328,194.83,974.16,779.33
169,17/06/2016,Orange Juice,Southampton,GBR,0.89,4.44,368,326.78,1633.92,1307.14
170,18/06/2016,BLT Sandwich,Paris,FRA,0.74,3.68,289,212.7,1063.52,850.82
171,19/06/2016,Apple Juice,Toulouse,FRA,0.53,2.65,453,240.09,1200.45,960.36
172,20/06/2016,Orange Juice,Lausanne,CHE,1,5,390,390,1950,1560
173,21/06/2016,Coffee,Dublin,IRL,1.02,5.12,417,427.01,2135.04,1708.03
174,22/06/2016,Yoghurt,Hamilton,NZL,1.04,5.19,207,214.87,1074.33,859.46
175,23/06/2016,Cheese & Pickle Sandwich,Munich,DEU,0.39,1.94,135,52.38,261.9,209.52
176,24/06/2016,Ham & Cheese Toastie,Dresden,DEU,0.91,4.54,172,156.18,780.88,624.7
177,25/06/2016,Tea,Portland,USA,0.87,4.36,471,410.71,2053.56,1642.85
178,26/06/2016,Chicken Salad Sandwich,Salzburg,AUT,1.09,5.46,430,469.56,2347.8,1878.24
179,27/06/2016,Peach Juice,Potsdam,DEU,0.57,2.86,411,235.09,1175.46,940.37
180,28/06/2016,Toast,Stockholm,SWE,0.79,3.93,367,288.46,1442.31,1153.85
181,29/06/2016,Peach Juice,Strasbourg,FRA,0.54,2.69,150,80.7,403.5,322.8
182,30/06/2016,Chocolate Twist,Potsdam,DEU,0.58,2.88,152,87.55,437.76,350.21
183,01/07/2016,Granola Bar,San Francisco,USA,1.03,5.17,454,469.44,2347.18,1877.74
184,02/07/2016,Cheese & Pickle Sandwich,Manchester,GBR,0.4,2.02,323,130.49,652.46,521.97
185,03/07/2016,Porridge,Vancouver,CAN,0.5,2.49,133,66.23,331.17,264.94
186,04/07/2016,Ham & Cheese Toastie,Odense,DNK,0.76,3.79,278,210.72,1053.62,842.9
187,05/07/2016,Porridge,San Francisco,USA,0.58,2.9,485,281.3,1406.5,1125.2
188,06/07/2016,Fruit Box,Katowice,POL,0.75,3.75,296,222,1110,888
189,07/07/2016,Ham & Cheese Toastie,Edinburgh,GBR,1.01,5.03,293,294.76,1473.79,1179.03
190,08/07/2016,Sparkling Water,Salzburg,AUT,0.43,2.13,193,82.22,411.09,328.87
191,09/07/2016,Ham & Cheese Toastie,London,GBR,0.55,2.77,365,202.21,1011.05,808.84
192,10/07/2016,Butter Croissant,Odense,DNK,0.34,1.69,222,75.04,375.18,300.14
193,11/07/2016,Still Water,Manchester,GBR,0.37,1.84,425,156.4,782,625.6
194,12/07/2016,Still Water,Katowice,POL,1.01,5.05,356,359.56,1797.8,1438.24
195,13/07/2016,Coffee,Potsdam,DEU,0.45,2.24,343,153.66,768.32,614.66
196,14/07/2016,Tuna Melt Panini,Melbourne,AUS,0.72,3.58,370,264.92,1324.6,1059.68
197,15/07/2016,Lemon & Ginger Tea,Hamilton,NZL,0.74,3.72,255,189.72,948.6,758.88
198,16/07/2016,Ham & Cheese Toastie,Stuttgart,DEU,0.31,1.57,382,119.95,599.74,479.79
199,17/07/2016,Tuna Melt Panini,Odense,DNK,0.68,3.41,420,286.44,1432.2,1145.76
200,18/07/2016,Lemon & Ginger Tea,Austin,USA,0.54,2.68,458,245.49,1227.44,981.95
201,19/07/2016,Tuna Melt Panini,Boston,USA,0.4,2.01,335,134.67,673.35,538.68
202,20/07/2016,Cheese & Pickle Sandwich,Vancouver,CAN,0.7,3.52,313,220.35,1101.76,881.41
203,21/07/2016,Lemon & Ginger Tea,Melbourne,AUS,0.83,4.17,112,93.41,467.04,373.63
204,22/07/2016,Porridge,Stockholm,SWE,0.7,3.51,290,203.58,1017.9,814.32
205,23/07/2016,Apple Juice,Paris,FRA,0.63,3.13,241,150.87,754.33,603.46
206,24/07/2016,Sparkling Water,Melbourne,AUS,0.3,1.5,477,143.1,715.5,572.4
207,25/07/2016,BLT Sandwich,Lausanne,CHE,0.9,4.48,214,191.74,958.72,766.98
208,26/07/2016,Ham & Cheese Toastie,Brussels,BEL,0.34,1.71,427,146.03,730.17,584.14
209,27/07/2016,Lemon & Ginger Tea,Southampton,GBR,0.54,2.72,406,220.86,1104.32,883.46
210,28/07/2016,Tea,Geneva,CHE,0.47,2.33,231,107.65,538.23,430.58
211,29/07/2016,Orange Juice,Melbourne,AUS,0.84,4.2,397,333.48,1667.4,1333.92
212,30/07/2016,Ham & Cheese Toastie,Dresden,DEU,0.69,3.46,448,310.02,1550.08,1240.06
213,31/07/2016,Still Water,Dresden,DEU,1.01,5.07,379,384.31,1921.53,1537.22
214,01/08/2016,Chocolate Twist,San Diego,USA,0.33,1.64,275,90.2,451,360.8
215,02/08/2016,Chicken Salad Sandwich,Graz,AUT,0.65,3.25,351,228.15,1140.75,912.6
216,03/08/2016,Peach Juice,Odense,DNK,0.6,3.01,106,63.81,319.06,255.25
217,04/08/2016,Orange Juice,Kirkland,USA,0.76,3.79,178,134.92,674.62,539.7
218,05/08/2016,Toast,Stuttgart,DEU,0.73,3.64,312,227.14,1135.68,908.54
219,06/08/2016,Porridge,Geneva,CHE,0.55,2.76,372,205.34,1026.72,821.38
220,07/08/2016,Almond Croissant,Birmingham,GBR,0.31,1.54,481,148.15,740.74,592.59
221,08/08/2016,Chocolate Chip Muffin,Strasbourg,FRA,1.04,5.18,483,500.39,2501.94,2001.55
222,09/08/2016,Yoghurt,Munich,DEU,0.49,2.44,421,205.45,1027.24,821.79
223,10/08/2016,Yoghurt,Hamilton,NZL,0.97,4.85,477,462.69,2313.45,1850.76
224,11/08/2016,Butter Croissant,Toronto,CAN,0.32,1.58,292,92.27,461.36,369.09
225,12/08/2016,Yoghurt,Birmingham,GBR,0.51,2.54,323,164.08,820.42,656.34
226,13/08/2016,Porridge,Brussels,BEL,0.88,4.42,225,198.9,994.5,795.6
227,14/08/2016,Tea,Geneva,CHE,0.73,3.66,230,168.36,841.8,673.44
228,15/08/2016,Ham & Cheese Toastie,London,GBR,1.07,5.34,197,210.4,1051.98,841.58
229,16/08/2016,Lemon & Ginger Tea,Odense,DNK,1.07,5.36,304,325.89,1629.44,1303.55
230,17/08/2016,Tea,San Francisco,USA,0.94,4.71,455,428.61,2143.05,1714.44
231,18/08/2016,Still Water,Dublin,IRL,0.3,1.51,404,122.01,610.04,488.03
232,19/08/2016,Chicken Fajita Wrap,Edinburgh,GBR,1.09,5.43,334,362.72,1813.62,1450.9
233,20/08/2016,Chicken Salad Sandwich,Vancouver,CAN,0.75,3.73,117,87.28,436.41,349.13
234,21/08/2016,Chocolate Chip Muffin,Toulouse,FRA,0.63,3.17,108,68.47,342.36,273.89
235,22/08/2016,Apple Juice,Odense,DNK,0.35,1.73,451,156.05,780.23,624.18
236,23/08/2016,Still Water,Dublin,IRL,0.68,3.39,192,130.18,650.88,520.7
237,24/08/2016,Orange Juice,Portland,USA,0.64,3.19,154,98.25,491.26,393.01
238,25/08/2016,Yoghurt,Kraków,POL,0.69,3.46,444,307.25,1536.24,1228.99
239,26/08/2016,Toast,Brussels,BEL,0.95,4.74,420,398.16,1990.8,1592.64
240,27/08/2016,Chocolate Twist,Albuquerque,USA,0.99,4.93,478,471.31,2356.54,1885.23
241,28/08/2016,Blueberry Muffin,Hamburg,DEU,0.35,1.75,447,156.45,782.25,625.8
242,29/08/2016,Chicken Fajita Wrap,Vancouver,CAN,0.64,3.21,449,288.26,1441.29,1153.03
243,30/08/2016,Lemon & Ginger Tea,Berlin,DEU,0.66,3.3,113,74.58,372.9,298.32
244,31/08/2016,Still Water,Dublin,IRL,0.49,2.45,326,159.74,798.7,638.96
245,01/09/2016,Yoghurt,Austin,USA,0.47,2.33,189,88.07,440.37,352.3
246,02/09/2016,BLT Sandwich,Stuttgart,DEU,0.83,4.17,400,333.6,1668,1334.4
247,03/09/2016,Tomato Juice,Glasgow,GBR,0.94,4.7,272,255.68,1278.4,1022.72
248,04/09/2016,Yoghurt,San Diego,USA,0.85,4.23,402,340.09,1700.46,1360.37
249,05/09/2016,Yoghurt,Boston,USA,0.38,1.91,390,148.98,744.9,595.92
250,06/09/2016,Orange Juice,Cardiff,GBR,0.45,2.26,156,70.51,352.56,282.05
251,07/09/2016,Almond Croissant,Potsdam,DEU,0.76,3.79,178,134.92,674.62,539.7
252,08/09/2016,BLT Sandwich,Stockholm,SWE,0.63,3.16,245,154.84,774.2,619.36
253,09/09/2016,Chicken Fajita Wrap,Dublin,IRL,0.65,3.24,162,104.98,524.88,419.9
254,10/09/2016,Porridge,Manchester,GBR,0.6,3.02,319,192.68,963.38,770.7
255,11/09/2016,Peach Juice,Munich,DEU,0.32,1.59,285,90.63,453.15,362.52
256,12/09/2016,Chocolate Twist,Portland,USA,1.01,5.04,285,287.28,1436.4,1149.12
257,13/09/2016,Chocolate Chip Muffin,Copenhagan,DNK,0.86,4.29,420,360.36,1801.8,1441.44
258,14/09/2016,Green Tea,Salzburg,AUT,0.99,4.94,285,281.58,1407.9,1126.32
259,15/09/2016,Butter Croissant,Graz,AUT,0.77,3.86,312,240.86,1204.32,963.46
260,16/09/2016,Still Water,Gdańsk,POL,0.68,3.41,465,317.13,1585.65,1268.52
261,17/09/2016,Ham & Cheese Toastie,Portland,USA,0.8,3.98,142,113.03,565.16,452.13
262,18/09/2016,Ham & Cheese Toastie,Graz,AUT,0.97,4.85,190,184.3,921.5,737.2
263,19/09/2016,Butter Croissant,Cardiff,GBR,0.66,3.29,488,321.1,1605.52,1284.42
264,20/09/2016,Tuna Melt Panini,Austin,USA,0.31,1.56,147,45.86,229.32,183.46
265,21/09/2016,Blueberry Muffin,Graz,AUT,1.08,5.38,352,378.75,1893.76,1515.01
266,22/09/2016,Orange Juice,Katowice,POL,0.74,3.69,212,156.46,782.28,625.82
267,23/09/2016,Butter Croissant,Galway,IRL,0.37,1.87,187,69.94,349.69,279.75
268,24/09/2016,Still Water,San Diego,USA,1.02,5.12,345,353.28,1766.4,1413.12
269,25/09/2016,Tuna Melt Panini,Copenhagan,DNK,0.65,3.25,211,137.15,685.75,548.6
270,26/09/2016,Granola Bar,Madison,USA,0.87,4.33,247,213.9,1069.51,855.61
271,27/09/2016,Ham & Cheese Toastie,Vancouver,CAN,1.02,5.09,484,492.71,2463.56,1970.85
272,28/09/2016,Butter Croissant,Albuquerque,USA,0.47,2.35,464,218.08,1090.4,872.32
273,29/09/2016,Cheese & Pickle Sandwich,Birmingham,GBR,0.32,1.62,308,99.79,498.96,399.17
274,30/09/2016,Chocolate Twist,Dublin,IRL,0.98,4.88,440,429.44,2147.2,1717.76
275,01/10/2016,Chicken Salad Sandwich,Toronto,CAN,0.53,2.63,211,110.99,554.93,443.94
276,02/10/2016,Chicken Salad Sandwich,Copenhagan,DNK,0.47,2.34,384,179.71,898.56,718.85
277,03/10/2016,Porridge,Madison,USA,0.9,4.48,344,308.22,1541.12,1232.9
278,04/10/2016,Orange Juice,Hamilton,NZL,0.47,2.34,216,101.09,505.44,404.35
279,05/10/2016,Chocolate Chip Muffin,Vancouver,CAN,0.47,2.33,369,171.95,859.77,687.82
280,06/10/2016,Fruit Box,Austin,USA,1.03,5.15,150,154.5,772.5,618
281,07/10/2016,Green Tea,London,GBR,0.47,2.37,335,158.79,793.95,635.16
282,08/10/2016,Coffee,Stockholm,SWE,0.66,3.31,394,260.83,1304.14,1043.31
